,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Allstar True
380,381,Olivier-Maxence Prosper,PF,21,DAL,23,0,9.3,1.0,2.7,0.349,0.3,1.3,0.258,0.6,1.4,0.438,0.413,0.8,1.2,0.704,0.7,1.6,2.3,0.8,0.1,0.1,0.2,0.7,3.1,0
381,382,Trevelin Queen,SG,26,ORL,5,0,21.0,1.6,4.4,0.364,0.6,1.8,0.333,1.0,2.6,0.385,0.432,0.8,1.0,0.8,0.6,1.6,2.2,2.2,1.2,0.4,0.6,2.4,4.6,0
382,383,Neemias Queta,C,24,BOS,13,0,13.7,2.0,3.5,0.565,0.0,0.0,0.0,2.0,3.5,0.565,0.565,0.9,1.2,0.75,2.1,2.8,4.8,0.5,0.5,0.3,0.4,2.2,4.9,0
383,384,Immanuel Quickley,SG-PG,24,TOT,36,6,25.2,5.3,11.8,0.449,2.3,5.6,0.408,3.0,6.2,0.486,0.546,2.9,3.3,0.866,0.2,2.7,2.9,3.1,0.6,0.1,1.0,1.6,15.7,0
384,385,Lester Quinones,SG,23,GSW,6,0,5.3,1.0,2.7,0.375,0.7,1.8,0.364,0.3,0.8,0.4,0.5,0.0,0.0,0.0,0.2,0.7,0.8,0.3,0.2,0.0,0.5,0.7,2.7,0
385,386,Julius Randle,PF,29,NYK,37,37,35.5,8.6,18.3,0.473,1.5,5.1,0.293,7.2,13.2,0.542,0.513,5.4,7.0,0.775,2.0,7.3,9.3,4.8,0.6,0.3,3.3,2.7,24.2,1
386,387,Duop Reath,C,27,POR,24,7,16.7,3.2,6.9,0.458,1.4,3.7,0.371,1.8,3.2,0.558,0.557,1.1,1.3,0.871,1.3,2.4,3.8,1.0,0.5,0.4,0.8,2.2,8.8,0
387,388,Austin Reaves,SG,25,LAL,38,13,30.0,5.2,10.9,0.478,1.6,4.6,0.337,3.7,6.3,0.582,0.55,3.1,3.6,0.875,0.9,3.5,4.4,5.2,0.9,0.1,2.2,1.7,15.1,0
388,389,Cam Reddish,SF,24,LAL,31,24,24.5,2.4,6.1,0.395,1.0,2.8,0.345,1.5,3.3,0.437,0.474,1.1,1.4,0.833,0.6,1.9,2.5,1.5,1.3,0.3,0.9,1.6,6.9,0
389,390,Paul Reed,C,24,PHI,36,7,15.4,2.5,4.5,0.559,0.2,0.5,0.353,2.3,4.0,0.583,0.578,0.6,0.9,0.719,1.8,2.8,4.5,1.2,0.7,0.7,0.8,2.2,5.8,0
390,391,Naz Reid,C,24,MIN,37,0,22.7,4.8,9.6,0.504,1.9,4.8,0.401,2.9,4.8,0.607,0.604,1.2,1.5,0.852,1.1,3.8,5.0,1.1,0.6,0.6,1.3,2.0,12.8,0
391,392,Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,0.556,0.2,0.8,0.25,0.8,1.0,0.8,0.611,0.4,0.4,1.0,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,0
392,393,Nick Richards,C,26,CHO,29,16,24.1,3.4,5.0,0.69,0.0,0.0,0.0,3.4,5.0,0.69,0.69,1.9,2.5,0.75,2.3,5.1,7.4,0.8,0.4,1.3,1.0,2.7,8.8,0
393,394,Josh Richardson,SG,30,MIA,28,4,27.3,3.6,8.1,0.439,1.5,4.4,0.339,2.1,3.7,0.558,0.531,1.4,1.5,0.929,0.4,2.3,2.8,3.0,0.6,0.3,1.0,1.8,10.0,0
394,395,Duncan Robinson,SF,29,MIA,35,16,29.0,4.8,10.5,0.455,3.0,7.2,0.414,1.8,3.3,0.543,0.597,1.4,1.6,0.86,0.3,2.3,2.6,3.1,0.6,0.2,1.3,2.4,13.9,0
395,396,Jerome Robinson,SG,26,GSW,5,0,3.8,0.0,1.4,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.6,0.8,0.75,0.2,0.4,0.6,0.2,0.0,0.2,0.0,0.2,0.6,0
396,397,Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,0.592,0.0,0.0,0.0,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,0
397,398,Orlando Robinson,C,23,MIA,15,7,14.3,2.1,3.9,0.525,0.5,0.8,0.583,1.6,3.1,0.511,0.585,0.7,1.1,0.688,1.2,2.7,3.9,1.6,0.3,0.5,0.9,1.9,5.3,0
398,399,Jeremiah Robinson-Earl,PF,23,NOP,16,1,10.8,1.6,2.9,0.553,0.5,1.1,0.444,1.1,1.8,0.621,0.638,0.4,0.4,1.0,0.7,1.9,2.6,0.6,0.3,0.2,0.5,0.8,4.1,0
399,400,David Roddy,PF,22,MEM,34,8,21.6,2.8,6.9,0.4,0.9,3.1,0.286,1.9,3.8,0.492,0.464,0.9,1.3,0.711,0.9,2.8,3.6,1.2,0.5,0.3,0.9,1.2,7.4,0
400,401,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,0.52,0.2,0.3,0.667,1.1,2.2,0.5,0.56,1.3,1.7,0.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,0
401,402,Derrick Rose,PG,35,MEM,17,7,17.9,3.3,7.5,0.438,0.6,1.9,0.333,2.6,5.6,0.474,0.48,1.1,1.2,0.905,0.4,1.4,1.8,3.4,0.4,0.1,1.3,1.1,8.4,0
402,403,Terry Rozier,SG,29,CHO,24,24,36.0,8.7,18.7,0.463,2.8,7.6,0.372,5.8,11.1,0.526,0.539,4.1,4.7,0.875,0.5,3.3,3.8,7.0,1.1,0.4,2.2,1.8,24.3,0
403,404,Rayan Rupert,SG,19,POR,10,0,6.6,0.6,2.3,0.261,0.2,0.9,0.222,0.4,1.4,0.286,0.304,0.2,0.4,0.5,0.3,0.6,0.9,0.5,0.2,0.0,0.5,0.4,1.6,0
404,405,D'Angelo Russell,PG,27,LAL,34,28,28.8,5.5,11.9,0.463,2.0,5.3,0.383,3.5,6.6,0.527,0.548,1.5,2.0,0.765,0.3,2.5,2.8,6.1,0.8,0.5,1.8,1.9,14.6,0
405,406,Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1.0,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,0
406,407,Domantas Sabonis,C,27,SAC,37,37,34.9,8.1,13.4,0.604,0.5,1.2,0.395,7.6,12.3,0.623,0.621,3.6,5.4,0.667,3.4,9.3,12.7,7.7,0.9,0.5,3.3,3.2,20.2,0
407,408,Luka Šamani?,PF,24,UTA,17,0,6.6,1.2,3.1,0.377,0.3,1.2,0.25,0.9,1.9,0.455,0.425,0.5,0.6,0.818,0.4,1.7,2.1,0.2,0.1,0.1,0.5,0.6,3.2,0
408,409,Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,0.714,0.0,0.3,0.0,0.8,0.8,1.0,0.714,0.3,0.3,1.0,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0,0
409,410,Adama Sanogo,PF,21,CHI,3,0,3.7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7,1.0,0.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,0
410,411,Gui Santos,PF,21,GSW,5,0,6.4,0.8,2.0,0.4,0.2,1.2,0.167,0.6,0.8,0.75,0.45,1.2,1.2,1.0,0.8,1.4,2.2,0.4,0.0,0.0,0.4,0.6,3.0,0
411,412,Dario Šari?,C,29,GSW,37,4,20.2,3.6,7.6,0.473,1.5,3.8,0.39,2.1,3.8,0.557,0.571,1.6,1.9,0.871,1.5,4.1,5.6,2.2,0.6,0.2,1.2,2.2,10.3,0
412,413,Olivier Sarr,C,24,OKC,8,0,8.4,0.8,1.4,0.545,0.3,0.6,0.4,0.5,0.8,0.667,0.636,0.8,1.0,0.75,0.8,2.5,3.3,0.3,0.0,0.6,0.3,1.8,2.5,0
413,414,Marcus Sasser,PG,23,DET,34,0,15.6,2.6,5.6,0.468,1.1,2.6,0.416,1.5,3.0,0.515,0.566,0.6,0.7,0.88,0.1,1.4,1.6,2.4,0.6,0.2,0.8,1.3,7.0,0
414,415,Admiral Schofield,PF,26,ORL,11,0,4.0,0.5,1.2,0.385,0.2,0.7,0.25,0.3,0.5,0.6,0.462,0.0,0.2,0.0,0.1,0.5,0.5,0.4,0.0,0.0,0.4,0.6,1.1,0
415,416,Dennis Schröder,PG,30,TOR,38,31,31.9,5.3,11.7,0.454,1.6,4.4,0.349,3.7,7.2,0.518,0.52,2.6,3.0,0.851,0.5,2.3,2.8,6.7,0.9,0.1,1.6,2.1,14.7,0
416,417,Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1.0,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8,0
417,418,Alperen ?engün,C,21,HOU,36,36,32.3,8.5,15.8,0.54,0.6,2.1,0.286,7.9,13.6,0.58,0.559,3.9,5.5,0.721,2.6,6.4,9.0,5.0,1.2,0.7,2.5,3.4,21.6,0
418,419,Brice Sensabaugh,SF,20,UTA,3,0,2.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
419,420,Collin Sexton,SG,25,UTA,39,16,23.5,5.5,11.5,0.479,1.3,3.8,0.347,4.2,7.7,0.543,0.536,3.8,4.3,0.888,0.8,1.8,2.6,3.8,0.7,0.2,1.8,2.0,16.2,0
420,421,Landry Shamet,SG,26,WAS,22,0,16.0,2.8,6.2,0.453,1.3,3.5,0.372,1.5,2.7,0.559,0.558,0.7,1.0,0.652,0.1,1.2,1.3,1.4,0.6,0.3,0.7,1.7,7.6,0
421,422,Day'Ron Sharpe,C,22,BRK,37,1,16.0,3.0,5.2,0.575,0.0,0.2,0.143,3.0,5.0,0.591,0.578,1.5,2.4,0.614,2.8,4.2,7.0,1.4,0.5,0.9,1.0,2.3,7.5,0
422,423,Shaedon Sharpe,SG,20,POR,31,25,33.5,5.6,13.5,0.412,1.9,5.6,0.339,3.7,7.9,0.463,0.482,3.2,3.8,0.824,1.3,3.7,5.0,3.0,0.9,0.4,2.3,2.7,16.2,0
423,424,Ben Sheppard,SG,22,IND,16,0,6.6,1.0,2.4,0.421,0.5,1.6,0.32,0.5,0.8,0.615,0.526,0.3,0.4,0.667,0.1,0.5,0.6,0.6,0.3,0.0,0.1,0.7,2.8,0
424,425,Pascal Siakam,PF,29,TOR,37,37,34.8,8.4,16.1,0.525,1.1,3.6,0.308,7.3,12.5,0.588,0.56,4.2,5.6,0.754,1.4,5.0,6.4,5.0,0.8,0.3,2.2,2.3,22.2,0
425,426,Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,0.528,0.0,0.0,0.0,3.2,6.0,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5,0
426,427,Anfernee Simons,SG,24,POR,15,15,33.2,8.5,19.4,0.436,3.4,8.9,0.383,5.1,10.5,0.481,0.524,4.3,4.6,0.928,0.5,2.9,3.5,5.3,0.7,0.1,2.3,1.9,24.6,0
427,428,Jericho Sims,C,25,NYK,18,5,6.4,0.6,0.8,0.667,0.0,0.0,0.0,0.6,0.8,0.667,0.667,0.2,0.3,0.6,0.3,1.1,1.4,0.2,0.1,0.1,0.2,0.8,1.3,0
428,429,Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
429,430,Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.667,0.0,0.0,0.0,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,0
430,431,Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
431,432,Marcus Smart,PG,29,MEM,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,3.0,5.2,0.583,0.519,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,0
432,433,Dennis Smith Jr.,PG,26,BRK,22,1,19.4,2.9,7.0,0.418,0.5,2.0,0.273,2.4,5.0,0.477,0.458,1.1,1.3,0.828,0.9,2.4,3.3,4.2,1.0,0.2,1.0,2.6,7.5,0
433,434,Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.9,1.8,0.5,0.561,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3,0
434,435,Ish Smith,PG,35,CHO,29,2,16.8,1.8,3.8,0.477,0.1,0.2,0.333,1.8,3.6,0.486,0.486,0.1,0.1,1.0,0.3,1.3,1.7,3.1,0.3,0.1,1.3,1.1,3.8,0
435,436,Jabari Smith Jr.,PF,20,HOU,35,35,31.3,4.9,10.3,0.474,1.8,4.6,0.388,3.1,5.7,0.542,0.56,1.9,2.3,0.825,1.9,6.9,8.8,1.5,0.5,0.8,1.3,3.1,13.4,0
436,437,Jalen Smith,C,23,IND,24,8,17.2,3.9,6.1,0.637,1.1,2.3,0.482,2.8,3.8,0.733,0.729,1.4,1.9,0.717,1.4,4.0,5.4,1.0,0.3,0.5,0.9,2.3,10.3,0
437,438,Nick Smith Jr.,SG,19,CHO,20,0,14.3,2.7,6.2,0.439,1.5,3.2,0.476,1.2,3.0,0.4,0.561,0.2,0.2,0.75,0.5,0.9,1.4,0.9,0.2,0.4,0.8,1.2,7.1,0
438,439,Jeremy Sochan,PF,20,SAS,36,35,29.1,4.3,9.8,0.433,0.9,2.6,0.37,3.3,7.3,0.456,0.482,1.5,1.9,0.771,1.5,4.0,5.5,3.9,0.6,0.3,2.0,2.4,10.9,0
439,440,Jaden Springer,SG,21,PHI,23,0,10.2,1.1,3.2,0.351,0.2,1.1,0.2,0.9,2.1,0.429,0.385,0.6,0.8,0.722,0.8,0.6,1.4,1.0,0.6,0.4,0.8,1.4,3.0,0
440,441,Lamar Stevens,PF,26,BOS,13,1,5.5,1.1,2.0,0.538,0.2,0.5,0.286,0.9,1.5,0.632,0.577,0.2,0.3,0.75,0.5,0.9,1.5,0.5,0.4,0.3,0.4,0.8,2.5,0
441,442,Isaiah Stewart,PF,22,DET,28,28,30.7,3.9,8.2,0.472,1.4,3.5,0.398,2.5,4.7,0.527,0.557,1.3,1.7,0.745,1.9,5.2,7.0,1.7,0.3,0.6,1.5,2.6,10.4,0
442,443,Julian Strawther,SF,21,DEN,33,0,13.9,2.2,5.6,0.384,1.1,3.5,0.322,1.0,2.1,0.486,0.484,0.5,0.7,0.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.4,5.9,0
443,444,Max Strus,SF,27,CLE,36,36,34.5,4.9,12.2,0.403,2.8,8.2,0.347,2.1,4.0,0.517,0.519,1.1,1.4,0.796,0.8,4.3,5.1,3.9,1.0,0.6,1.7,2.9,13.8,0
444,445,Jalen Suggs,SG,22,ORL,33,33,27.3,4.8,10.5,0.464,2.2,5.3,0.403,2.7,5.1,0.527,0.567,1.8,2.4,0.769,0.7,2.8,3.4,2.5,1.5,0.7,2.1,2.9,13.7,0
445,446,Cole Swider,SF,24,MIA,7,0,5.0,1.1,2.4,0.471,0.7,1.9,0.385,0.4,0.6,0.75,0.618,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.1,0.1,0.3,0.1,3.0,0
446,447,Jae'Sean Tate,SF,28,HOU,34,8,19.4,2.0,4.1,0.489,0.5,1.6,0.321,1.5,2.5,0.6,0.553,0.6,0.8,0.714,1.1,2.6,3.6,1.1,0.8,0.2,0.4,2.6,5.2,0
447,448,Jayson Tatum,PF,25,BOS,34,34,36.6,9.4,19.7,0.48,3.3,8.7,0.374,6.2,10.9,0.565,0.563,5.8,7.1,0.815,0.9,7.6,8.5,4.5,1.0,0.5,2.8,2.1,28.0,1
448,449,Terry Taylor,PF,24,CHI,14,0,7.1,0.9,1.4,0.6,0.0,0.3,0.0,0.9,1.1,0.75,0.6,0.1,0.1,1.0,0.8,0.4,1.2,0.2,0.2,0.1,0.4,0.7,1.8,0
449,450,Garrett Temple,SG,37,TOR,8,0,3.9,0.8,1.0,0.75,0.3,0.3,1.0,0.5,0.8,0.667,0.875,0.3,0.3,1.0,0.0,0.5,0.5,0.5,0.1,0.0,0.1,0.3,2.0,0
450,451,Dalen Terry,SG,21,CHI,23,1,10.3,0.8,2.0,0.413,0.3,1.1,0.231,0.6,0.9,0.65,0.478,0.5,0.6,0.786,0.3,1.4,1.7,1.3,0.2,0.3,0.5,1.2,2.4,0
451,452,Daniel Theis,C,31,TOT,27,0,16.3,2.6,5.1,0.511,0.4,0.9,0.417,2.2,4.2,0.531,0.547,0.9,1.2,0.758,1.5,1.9,3.4,0.8,0.4,0.8,0.7,2.3,6.5,0
452,453,Cam Thomas,SG,22,BRK,28,20,28.5,7.5,17.4,0.431,1.9,5.4,0.358,5.6,12.0,0.464,0.487,3.4,4.2,0.812,0.3,2.2,2.5,2.1,0.6,0.3,1.6,1.9,20.3,0
453,454,Amen Thompson,SF,21,HOU,17,0,15.5,2.1,4.8,0.427,0.2,1.5,0.154,1.8,3.3,0.554,0.451,1.1,1.8,0.613,0.6,2.8,3.4,1.9,0.8,0.2,1.2,1.9,5.5,0
454,455,Ausar Thompson,SF,21,DET,38,24,23.8,3.3,7.5,0.444,0.2,1.7,0.138,3.1,5.8,0.534,0.46,1.3,1.8,0.686,2.1,4.6,6.7,2.1,0.9,1.0,1.4,3.1,8.2,0
455,456,Klay Thompson,SF,33,GSW,36,36,30.1,6.0,13.9,0.428,3.2,8.4,0.385,2.8,5.6,0.493,0.544,1.9,2.1,0.907,0.5,3.1,3.6,2.2,0.5,0.5,1.7,1.9,17.1,0
456,457,Tristan Thompson,PF,32,CLE,31,0,11.8,1.6,2.5,0.671,0.0,0.0,0.0,1.6,2.5,0.671,0.671,0.4,1.2,0.333,1.7,2.0,3.8,1.1,0.2,0.3,0.6,1.5,3.7,0
457,458,JT Thor,PF,21,CHO,29,1,15.0,1.3,3.6,0.365,0.5,1.6,0.298,0.8,2.0,0.421,0.433,0.1,0.2,0.429,0.9,1.7,2.7,0.4,0.2,0.4,0.2,1.1,3.2,0
458,459,Matisse Thybulle,SF,26,POR,35,13,23.1,2.0,4.8,0.425,1.5,3.8,0.381,0.6,0.9,0.606,0.578,0.3,0.3,0.75,0.5,1.7,2.1,1.1,1.6,0.9,0.6,1.2,5.8,0
459,460,Xavier Tillman Sr.,C,25,MEM,25,8,18.7,2.3,5.8,0.393,0.4,1.6,0.244,1.9,4.2,0.452,0.428,0.4,1.0,0.385,1.7,2.9,4.6,1.4,1.0,0.9,0.8,1.6,5.4,0
460,461,Jacob Toppin,SF,23,NYK,3,0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0
461,462,Obi Toppin,PF,25,IND,37,28,23.9,4.5,7.8,0.579,1.4,3.5,0.408,3.1,4.3,0.719,0.671,1.1,1.5,0.764,1.1,2.9,3.9,1.5,0.5,0.5,0.8,2.2,11.6,0
462,463,Juan Toscano-Anderson,SF,30,SAC,10,0,5.0,0.2,1.0,0.2,0.0,0.3,0.0,0.2,0.7,0.286,0.2,0.0,0.0,0.0,0.4,1.0,1.4,0.4,0.1,0.1,0.2,1.0,0.4,0
463,464,Karl-Anthony Towns,PF,28,MIN,36,36,33.0,7.8,15.4,0.505,1.9,4.8,0.407,5.9,10.7,0.549,0.568,4.2,4.7,0.899,1.6,7.4,9.0,3.1,0.8,0.6,2.9,3.4,21.8,1
464,465,Gary Trent Jr.,SG,25,TOR,34,5,25.8,4.2,10.2,0.411,2.2,5.6,0.397,2.0,4.7,0.428,0.519,0.8,1.3,0.651,0.3,2.0,2.3,1.6,0.8,0.1,0.6,1.1,11.4,0
465,466,Oscar Tshiebwe,PF,24,IND,4,0,4.8,1.3,2.3,0.556,0.0,0.0,0.0,1.3,2.3,0.556,0.556,0.8,1.0,0.75,0.5,0.8,1.3,0.5,0.0,0.0,0.0,0.3,3.3,0
466,467,P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,0.316,0.3,1.1,0.313,0.1,0.2,0.333,0.447,0.2,0.2,1.0,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3,0
467,468,Myles Turner,C,27,IND,36,36,27.8,6.3,11.9,0.53,1.4,4.0,0.345,4.9,7.9,0.625,0.589,3.6,4.4,0.811,1.9,5.6,7.4,1.3,0.5,2.0,1.4,3.1,17.6,0
468,469,Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,0.25,0.0,0.4,0.0,0.1,0.1,1.0,0.25,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3,0
469,470,Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,0.455,0.9,1.8,0.519,0.4,1.1,0.353,0.614,1.4,1.5,0.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0,0
470,471,Jonas Valan?i?nas,C,31,NOP,38,38,26.8,5.7,9.8,0.575,0.7,1.9,0.38,4.9,8.0,0.62,0.611,2.2,2.7,0.798,2.4,7.3,9.7,2.3,0.6,1.2,1.5,3.2,14.2,0
471,472,Jarred Vanderbilt,PF,24,LAL,17,5,17.8,1.1,3.1,0.365,0.1,0.9,0.067,1.1,2.2,0.486,0.375,0.2,0.4,0.667,1.2,2.9,4.1,0.9,0.6,0.2,0.6,1.6,2.5,0
472,473,Fred VanVleet,PG,29,HOU,35,35,37.4,5.7,14.2,0.404,3.1,8.0,0.394,2.6,6.2,0.417,0.515,2.9,3.4,0.873,0.3,3.6,3.9,8.5,1.1,0.7,1.7,1.9,17.6,0
473,474,Devin Vassell,SG,23,SAS,31,25,30.6,6.9,14.5,0.472,2.6,7.0,0.378,4.2,7.5,0.56,0.563,2.3,2.8,0.814,0.4,3.0,3.4,3.1,1.3,0.2,1.2,1.1,18.6,0
474,475,Sasha Vezenkov,PF,28,SAC,28,0,13.2,2.1,4.8,0.436,1.1,3.0,0.357,1.0,1.8,0.571,0.549,0.2,0.3,0.75,0.8,1.8,2.6,0.5,0.5,0.2,0.3,1.0,5.4,0
475,476,Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2.0,3.0,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4,0
476,477,Nikola Vu?evi?,C,33,CHI,34,32,33.8,7.1,15.5,0.457,1.1,3.9,0.269,6.0,11.6,0.522,0.491,1.4,1.6,0.875,2.7,7.7,10.4,3.4,0.8,0.7,1.6,2.7,16.7,0
477,478,Dean Wade,PF,27,CLE,29,22,21.6,1.7,4.3,0.397,1.3,3.7,0.368,0.4,0.7,0.55,0.552,0.4,0.5,0.786,1.0,3.6,4.6,0.9,0.8,0.3,0.5,2.1,5.2,0
478,479,Franz Wagner,SF,22,ORL,34,34,33.4,7.7,16.5,0.467,1.4,4.8,0.288,6.3,11.7,0.54,0.509,4.1,4.8,0.852,1.1,4.8,5.9,3.9,1.1,0.4,1.9,2.3,20.9,0
479,480,Moritz Wagner,C,26,ORL,37,1,19.4,4.5,7.5,0.594,0.6,1.8,0.318,3.9,5.7,0.679,0.631,2.0,2.6,0.781,1.6,3.1,4.7,1.2,0.5,0.3,1.2,2.3,11.5,0
480,481,Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,0
481,482,Jabari Walker,SF,21,POR,33,0,18.8,2.9,5.9,0.485,0.5,1.8,0.267,2.4,4.1,0.581,0.526,1.8,2.3,0.766,1.8,3.6,5.5,0.8,0.7,0.4,0.9,2.3,8.0,0
482,483,Jarace Walker,PF,20,IND,12,0,8.3,1.3,2.8,0.441,0.4,1.2,0.357,0.8,1.7,0.5,0.515,0.5,0.6,0.857,0.2,0.9,1.1,1.1,0.3,0.3,0.3,1.0,3.4,0
483,484,Lonnie Walker IV,SG,25,BRK,19,0,19.7,4.6,9.7,0.476,2.3,5.2,0.449,2.3,4.6,0.506,0.595,1.5,2.0,0.763,0.2,2.3,2.5,1.5,0.6,0.4,1.3,0.9,13.1,0
484,485,Cason Wallace,SG,20,OKC,36,6,21.6,2.7,5.1,0.524,1.1,2.6,0.43,1.6,2.6,0.62,0.632,0.4,0.5,0.842,0.5,1.6,2.1,1.5,0.6,0.5,0.5,1.7,6.9,0
485,486,P.J. Washington,PF,25,CHO,30,13,28.6,4.9,11.5,0.424,1.8,5.6,0.314,3.1,5.8,0.531,0.501,1.5,2.0,0.763,1.2,4.0,5.2,2.3,0.9,0.7,1.5,2.5,13.0,0
486,487,TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5,0
487,488,Yuta Watanabe,SF,29,PHO,24,0,15.0,1.3,3.8,0.337,1.0,3.0,0.315,0.3,0.8,0.421,0.462,0.4,0.6,0.667,0.5,1.3,1.8,0.4,0.3,0.3,0.6,1.3,4.0,0
488,489,Lindy Waters III,SG,26,OKC,13,0,7.5,1.1,2.5,0.438,1.0,2.4,0.419,0.1,0.1,1.0,0.641,0.0,0.0,0.0,0.1,0.7,0.8,0.5,0.0,0.1,0.1,0.7,3.2,0
489,490,Trendon Watford,PF,23,BRK,26,0,13.0,2.5,4.7,0.537,0.3,0.8,0.364,2.2,3.8,0.576,0.57,0.9,1.1,0.828,0.9,2.2,3.2,1.7,0.5,0.3,0.9,1.6,6.2,0
490,491,Peyton Watson,SF,21,DEN,37,2,17.7,2.6,5.4,0.49,0.7,2.0,0.342,2.0,3.4,0.575,0.553,1.0,1.5,0.704,0.6,2.1,2.7,1.0,0.5,0.8,0.5,1.7,7.0,0
491,492,Victor Wembanyama,PF,20,SAS,32,32,28.9,7.1,15.8,0.447,1.4,5.0,0.288,5.6,10.8,0.52,0.492,3.7,4.6,0.796,2.1,8.1,10.2,3.1,1.2,3.2,3.1,2.3,19.2,0
492,493,Blake Wesley,SG,20,SAS,15,0,8.2,1.1,2.3,0.5,0.0,0.4,0.0,1.1,1.9,0.607,0.5,0.5,1.0,0.467,0.2,0.6,0.8,1.5,0.3,0.1,0.3,1.2,2.7,0
493,494,Russell Westbrook,PG,35,LAC,37,10,23.1,4.4,9.5,0.459,0.6,2.3,0.271,3.8,7.2,0.519,0.492,1.4,2.2,0.654,1.5,4.4,5.9,4.6,1.1,0.5,2.2,1.9,10.8,0
494,495,Coby White,PG,23,CHI,39,39,35.4,6.5,14.6,0.449,2.9,7.3,0.402,3.6,7.2,0.496,0.55,2.4,2.9,0.826,0.4,4.0,4.5,4.9,0.7,0.3,2.1,2.5,18.5,0
495,496,Derrick White,SG,29,BOS,34,34,32.4,5.4,11.5,0.474,2.6,6.5,0.407,2.8,5.0,0.562,0.59,2.6,2.9,0.9,0.7,3.4,4.1,5.2,1.1,1.2,1.7,2.3,16.2,0
